id,name,some_capitalized,atleast_one_capitalized,first_letter_capitalized,has_suffix_salutation,start_position,distance_to_period,distance_to_closest_keyword,frequency,label
cba3942e-e389-4f1a-9c3a-4c913d0bf4ec,North Carolina.,0,1,1,0,1036,1786,1783,1,0
54e91b2e-461b-4087-aa66-2ec70719a035,Carolina. About,0,1,1,0,1042,1786,1783,1,0
5229d2e8-a544-4168-a9b6-9b48a4b71307,including President,0,1,0,0,1091,1786,1783,1,0
fed9858a-0d41-4055-a455-34338612b5f5,Donald Trump,0,1,1,0,1111,1786,1783,1,0
99c3cbc2-758a-41dd-874f-b8970e7ce1af,Vice President,0,1,1,0,1125,1786,1783,1,0
7552b4fe-11f4-4786-9138-cd9d9be67c4c,Mike Pence,0,1,1,0,1140,1786,1783,1,0
0335ee40-93ae-41ad-8d1a-df13b7e99205,every living,0,0,0,0,1156,1786,1783,1,0
def8a8b8-45c3-49ad-bd03-4f4ff0759f8c,living former,0,0,0,0,1162,1786,1783,1,0
fae37449-7b35-4e9f-9324-fe3ca515ffdb,former president.,0,0,0,0,1169,1786,1783,1,0
ba7d4fe3-abea-4419-a3b6-e0a11e64c964, Graham,0,1,0,0,1188,1786,1783,6,1
975b1161-6b20-43d0-bb85-3b0251dd7efe,will lie,0,0,0,0,1195,1786,1783,2,0
031a0e50-9938-49c1-bc23-be8a80801252,Charlotte several,0,1,1,0,1256,1786,1783,1,0
d20045a1-5e9d-4654-81ff-f1459e27df01,several years,0,0,0,0,1266,1786,1783,1,0
6ad12171-50ea-447f-915f-04123fb817d9,The public,0,1,1,0,1334,1786,1783,1,0
2d8a4eb5-908a-40c0-8708-9d9ac13df9db,public will,0,0,0,0,1338,1786,1783,1,0
a65bf3b8-e934-4a0e-9aba-f0e865e15e98,pay respects,0,0,0,0,1364,1786,1783,1,0
6e4dd06b-4bbc-4417-8f99-ec1f1f18d62b,days. The,0,1,0,0,1408,1786,1783,1,0
64599d23-456c-4de9-b0af-aec0cd8ff4f7,The minister,0,1,1,0,1415,1786,1783,1,0
17d634bb-e477-49ca-b33d-125a82a1dd0d,minister will,0,0,0,0,1419,1786,1783,1,0
e16ef73a-9af3-48dd-b37d-8e59ce399b93,buried next,0,0,0,0,1436,1786,1783,1,0
22cb9140-be1e-4113-8eb0-37fb1f8c3b3e, Ruth,0,1,0,0,1461,1786,1783,1,1
288b41b0-5277-472e-ac91-c8c53ec47f1e,property. His,0,1,0,0,1474,1786,1783,1,0
e910e61f-35bf-4555-81c1-9aefc2629998,Louisiana state,0,1,1,0,1546,1786,1783,1,0
463046bd-5e9e-4bde-ac96-c13ff916c21d, Billy Graham,0,1,0,0,11,145,15,4,1
eb6c301f-ded7-421c-b979-85ea0f1fafad,US Capitol next,1,1,1,0,43,145,12,1,0
07fa2460-a610-4abe-956a-c41e77d49771,Capitol next week,0,1,1,0,46,145,12,1,0
6ecc6694-f51a-4c77-bc11-807e99fff77c,next week Updated,0,1,0,0,54,145,12,1,0
326070b5-aa3b-4e73-8e9f-dfcaf77b0d48, Billy Graham,0,1,0,0,134,145,311,4,1
95e7ed9e-3f1a-4627-b43e-02609043f46c,US Capitol rotunda,1,1,1,0,172,432,12,1,0
14da6986-b015-4a0a-9e29-69ba84dda33c,Capitol rotunda beginning,0,1,1,0,175,432,12,1,0
4f7b829d-84d4-42ed-b89b-c5a65de31bc2,rotunda beginning next,0,0,0,0,183,432,12,1,0
f4b25dfb-03b0-4dc9-8e43-020b4fa35d42, Paul Ryan,0,1,0,0,226,1786,15,1,1
015bf475-a80e-450c-8d67-363380527e99,Senate Majority Leader,1,1,1,0,730,1786,1783,1,0
cbd1089b-60ec-49dd-9368-7e141e5659ca, Mitch McConnell,1,1,0,0,753,1786,15,1,1
93cce077-3532-49dd-bfe1-5a6fd9284116,will take part,0,0,0,0,769,1786,15,1,0
e2202302-8048-499f-a329-b28e2b2c6141,Capitol. The two,0,1,1,0,833,1786,1783,1,0
4b7cf2ca-fabe-4e54-bb90-456142138e58, Franklin Graham,0,1,0,0,882,1786,1783,1,1
721413c8-0335-4549-b6d9-676119f85fd9, Billy Graham,0,1,0,0,899,1786,1783,4,1
85bd888a-325b-4011-9541-8be5f853361a,private funeral will,0,0,0,0,946,1786,1783,1,0
b9fcb7b9-0a0d-4e56-9562-0be28079cf20, Billy Graham,0,1,0,0,1001,1786,1783,4,1
746cf9e0-f8d1-463d-913d-6337673edb98,North Carolina. About,1,1,1,0,1036,1786,1783,1,0
ff9b35d0-0662-4477-a8b7-721b17e5e7e5, Donald Trump,0,1,0,0,1111,1786,1783,1,1
62c34751-531e-4752-9399-a2789eb249b0, Mike Pence,0,1,0,0,1140,1786,1783,1,1
316dfb09-b99a-4133-9f0a-7d0f6747eec5,every living former,0,0,0,0,1156,1786,1783,1,0
2e50aa2e-2d47-49ba-9f67-a7312abc0f10,living former president.,0,0,0,0,1162,1786,1783,1,0
4eed518d-d67b-4d33-9e36-5cf50d2f9bc0,Charlotte several years,0,1,1,0,1256,1786,1783,1,0
50583617-db3c-4e35-befc-01eb9741b10b,The public will,0,1,1,0,1334,1786,1783,1,0
6990b3fb-01b5-41b8-8ae5-51d1fbe0779d,days. The minister,0,1,0,0,1408,1786,1783,1,0
7395ee34-1191-4ce2-9185-6438a8868868,The minister will,0,1,1,0,1415,1786,1783,1,0
051ffeaf-7514-408c-b5fe-e43275c9c82b,US Capitol next week,1,1,1,0,43,145,12,1,0
7d91aa21-1204-4f45-85b1-7154f93d9451,Capitol next week Updated,0,1,1,0,46,145,12,1,0
b89c5722-9804-4e40-9e0f-5a5973498583,US Capitol rotunda beginning,1,1,1,0,172,432,12,1,0
58232d1a-94dd-4f4e-936d-4f114e99e302,Capitol rotunda beginning next,0,1,1,0,175,432,12,1,0
262d2772-ee53-4ca9-b736-98e4cf5ec280,every living former president.,0,0,0,0,1156,1786,1783,1,0
d37acf8f-ef87-42cb-9519-72d49b43cff4,days. The minister will,0,1,0,0,1408,1786,1783,1,0
e559543c-9973-4804-b97d-5442de1d8b66,US Capitol next week Updated,1,1,1,0,43,145,12,1,0
102b76be-daec-497e-9d0a-861da0a58264,US Capitol rotunda beginning next,1,1,1,0,172,432,12,1,0
7c3d2f74-660a-4bf5-b36b-c5d86686b2bf, Ryan  said  Graham,0,1,0,0,405,1786,12,1,1
3c0fd49f-aa4d-408a-95f5-44f59e08c170,House,0,1,1,0,0,327,870,4,0
7c6d0f82-5cee-4c7b-8397-4613a7293e59,GOP,1,1,1,0,6,327,870,1,0
f7d57d06-07c5-40cd-88dc-cef95eefc540,gears,0,0,0,0,10,327,870,1,0
17dfdb80-4ce4-4ee6-94ed-b261b1388b24,hearings,0,0,0,0,23,327,870,2,0
1416ccf9-a60f-49cd-843f-6dfacaaa5ab9,opioid,0,0,0,0,35,327,870,4,0
b415bc58-9b5d-4247-aeb6-23556558ea76,legislation,0,0,0,0,42,327,870,3,0
1f9a1e5a-c98f-4b54-a912-edbcd350631c,Updated,0,1,1,0,54,327,870,1,0
4b5ad763-cf9a-4e84-bb39-84e667b43d76,PM,0,1,1,0,67,327,870,1,0
98f7c954-4222-4560-956a-301e975e276b,Thu,0,1,1,0,74,327,870,1,0
a4d96f1b-ba69-41e5-b7b8-5f542fbf13f8,February,0,1,1,0,78,327,870,2,0
e228ee0f-9eb0-4055-bddf-9d0c5df1fc49,Washington,0,1,1,0,96,327,870,1,0
3267b9c3-a7fa-4a0a-9c16-733082ec6016,House,0,1,1,0,115,327,870,4,0
93b2b6f4-7c6c-453b-b4c9-9a742f56e05c,Republicans,0,1,1,0,121,327,870,1,0
8d9d665b-cdbf-4673-8156-a060f5b13f3d,will,0,0,0,0,133,327,870,4,0
d22e3555-8731-421d-8938-c97ee64b2323,hold,0,0,0,0,138,327,870,1,0
a651c7a5-c288-4967-9899-bd88ed400ba4,hearing,0,0,0,0,145,327,870,2,0
063071a5-3bb8-4797-9393-8b7dda590100,next,0,0,0,0,153,327,870,1,0
de11e5f5-0d63-44e3-b4d5-1c7769c1fcd8,week,0,0,0,0,158,327,870,1,0
15f95d62-459b-4a29-8093-0264968dc099,series,0,0,0,0,168,327,870,1,0
10261db3-807f-494e-935a-896d5bf36294,bipartisan,0,0,0,0,178,327,870,1,0
ecb98484-9447-4cd1-8d71-7278cb766a94,bills,0,0,0,0,189,518,870,3,0
2c3d4677-0b2f-44fc-9d3d-800ccb7dd4f9,address,0,0,0,0,198,518,870,2,0
13f7d660-cc0f-484c-adc7-521598e15608,patient,0,0,0,0,206,518,870,2,0
e4c21bbe-e335-4d12-8753-8964f5ab4f04,safety,0,0,0,0,214,518,870,1,0
ed943eab-bd72-4788-ac9e-a2df7ecbf941,enforcement,0,0,0,0,225,518,870,2,0
428b47a7-d31f-473f-82de-4b92022ab834,efforts,0,0,0,0,237,518,870,1,0
03714894-f748-4a06-8c49-43d5d4719e0b,marking,0,0,0,0,258,518,1124,1,0
c8073eca-6ac9-4201-9508-d9cd714ccb8c,latest,0,0,0,0,270,518,1124,1,0
bc49726f-c918-413d-9f07-7ee2ac18d9a2,push,0,0,0,0,277,518,1124,1,0
34b6371b-c4f9-4750-a68b-34643a728e8e,legislation,0,0,0,0,286,518,1124,3,0
c4ebe610-6bf8-42c6-bcd8-775df6a90a57,combat,0,0,0,0,301,518,1124,1,0
0cd39858-c917-4e8c-b56b-f77276137d82,opioid,0,0,0,0,312,518,1124,4,0
ec416630-f0c0-4dd6-8308-383efa1a2574,crisis.,0,0,0,0,319,518,1124,1,0
11856dcb-75db-4518-b882-f1ea5b5a0928,The,0,1,1,0,328,518,1124,4,0
a201a04d-83cd-4687-8266-eefb87e1f8ee,House,0,1,1,0,332,518,1124,4,0
b4293e5f-8600-41f3-9b21-4ee9cac7e781,Energy,0,1,1,0,338,2142,1124,1,0
389bcf7c-6a06-46ef-b033-22afae42fb28,Commerce,0,1,1,0,349,2142,1124,1,0
3405d8be-fc31-4463-b72a-0b615a7f4b01,Health,0,1,1,0,358,2142,1124,1,0
8aefc06e-c9cb-452b-9e27-bd6da2b2c837,Subcommittee,0,1,1,0,365,2142,1124,2,0
8f4df37a-8959-4b3d-8435-56b33cbe6f33,will,0,0,0,0,378,2142,1124,4,0
1834f419-5018-4d7b-9eef-7472c90fb7f9,holding,0,0,0,0,386,2142,1124,2,0
c9185c4f-ceb6-4558-8312-7b94731d4fb1,hearing,0,0,0,0,396,2142,1124,2,0
69bc1d3e-5705-4361-b595-2b7f80b87440,February,0,1,1,0,404,2142,1124,2,0
c84496c6-0f30-4265-a645-040a04687bca,discuss,0,0,0,0,419,2142,1124,1,0
3d3e9bf0-183f-4eb8-affc-51d716d84100,eight,0,0,0,0,427,2142,1124,1,0
59a164c2-37d1-4209-8a26-6c6bb7436e77,bills,0,0,0,0,433,2142,1124,3,0
eff026b4-62ed-4ecb-9d5b-88af300a9452,related,0,0,0,0,439,2142,1124,2,0
9188f48e-ae5f-424e-9b73-c31cff746124,opioid,0,0,0,0,454,2142,1124,4,0
f2421977-6999-4bf2-9f5f-d1651bf6da4f,focus,0,0,0,0,476,2142,1124,1,0
61350175-6d13-4b16-8f3d-289c29e6b7a0,Controlled,0,1,1,0,489,2142,1124,1,0
45d261f3-4aab-4833-ae9f-8fd95a0fb1e2,Substances,0,1,1,0,500,2142,1124,1,0
cf4ca277-56f4-427e-8698-522917853e98,Act.,0,1,1,0,511,2142,1124,1,0
248cb910-8197-4807-83f8-925b9d5b91e3,The,0,1,1,0,517,2142,1124,4,0
7be6e2a2-cdff-4f89-bdcc-e41ce254a00f,bills,0,0,0,0,521,2142,1124,3,0
53f01118-9a83-4850-bd69-8b6110332df0,address,0,0,0,0,533,2142,1124,2,0
2d040a25-4994-4801-84c5-ba86038b1acf,scheduling,0,0,0,0,541,2142,1124,1,0
5244b54c-2849-4718-8d35-e41cafb76b6c,guidelines,0,0,0,0,552,2142,1124,2,0
2d462b45-1a77-4f20-940a-1df6fc9e984c,synthetic,0,0,0,0,567,2142,1124,1,0
bda7def2-7afa-438d-8384-e6e08696161e,disposal,0,0,0,0,590,2142,1124,1,0
612c707d-7234-431d-97d0-bcb0ba7707f8,medications,0,0,0,0,602,2142,1124,1,0
89bc03df-08b8-407c-8f07-525e05395566,patients,0,0,0,0,618,2142,1124,1,0
9d710e03-920c-48f7-991b-f33918ddd60f,hospice,0,0,0,0,633,2142,1124,1,0
7159c589-d731-4917-ad04-da0e6d112c59,updates,0,0,0,0,647,2142,1124,2,0
e761c8e9-47e4-4f3c-afa9-56488e091fd0,laws,0,0,0,0,658,2142,1124,1,0
b6b70bc2-d359-440d-810b-6634e09aae20,guidelines,0,0,0,0,667,2142,1124,2,0
ec70ebe8-2bb2-46c1-a170-7188ab374ddd,related,0,0,0,0,678,2142,1124,2,0
9f563836-c151-4853-acac-f4b50382b4d4,patient,0,0,0,0,689,2142,1124,2,0
a83e48fd-0404-4a4a-98af-2851c701c23b,medical,0,0,0,0,703,2142,1124,1,0
1b3be438-c253-4b8b-b2ee-e7264080cd51,education,0,0,0,0,711,2142,1124,1,0
05829623-ed0e-48e8-b246-2f765760ee94,help,0,0,0,0,736,2142,1124,1,0
3282d0c6-1fc0-4df5-b6be-3b7d8d7071b7,pharmacists,0,0,0,0,745,2142,1124,2,0
ee8ef135-8dbb-4c90-9503-84bea9f88c20,detecting,0,0,0,0,760,2142,1124,1,0
4a004b11-0122-40c4-b53a-0f3221ed33c3,fraudulent,0,0,0,0,770,2142,1124,1,0
ae88d9ac-c092-4262-87d0-b33441e1fe37,expanding,0,0,0,0,800,2142,1124,1,0
7ce9f684-0f16-450a-8cd9-477d833d14d5,access,0,0,0,0,810,2142,1124,2,0
cba26c3b-56d2-40fb-9dae-63a934c1e032,care,0,0,0,0,820,2142,1124,1,0
714a7afc-4f15-4793-a87a-ed476d93ecda,underserved,0,0,0,0,828,2142,1124,1,0
6db61573-e7f0-4d05-8a47-43ff57678ec7,communities.,0,0,0,0,840,2142,1124,1,0
266f1a2f-4c52-4481-be5d-edb5b09f4366,need,0,0,0,0,891,2142,1124,1,0
562867da-ef92-4ee5-b926-95aa6d5412ad,make,0,0,0,0,899,2142,1124,2,0
f65bc8f4-686b-4162-ae8e-526871b1c8f1,sure,0,0,0,0,904,2142,1124,1,0
d476576c-547f-404f-9e74-c8711f89f896,law,0,0,0,0,909,2142,1124,1,0
56de7106-e144-42c4-b718-51e725cbb07a,enforcement,0,0,0,0,913,2142,1124,2,0
ac22403b-fbbd-4bc6-aba4-2fa94f7d8cdb,can,0,0,0,0,925,2142,1124,2,0
d7cef0ea-b62e-4787-89aa-4509e80c347e,get,0,0,0,0,929,2142,1124,1,0
1d4d773f-383d-4bb3-90fe-9ab8a2f080c1,illicit,0,0,0,0,944,2142,1124,1,0
df2a5aeb-9450-47d2-8e0c-ac4d812a70c0,drugs,0,0,0,0,952,2142,1124,1,0
02525467-2f82-4536-8a36-37218662c8bc,communities,0,0,0,0,969,2142,1124,2,0
777b3649-9ed3-40c9-a249-d367735698cf,licensed,0,0,0,0,985,2142,1124,1,0
35db6c8c-3edb-4e4d-98f8-f47d90b9b894,health,0,0,0,0,994,2142,1124,2,0
d1519aaf-1b7c-44fa-92c5-ebea9a5c43d8,professionals,0,0,0,0,1001,2142,1124,1,0
66be71da-ac94-4817-86f0-bcdf71fb3606,able,0,0,0,0,1019,2142,1124,1,0
d4dbd3a8-8195-4187-9529-f487ccaa2cae,safely,0,0,0,0,1027,2142,1124,1,0
e2d96334-d9a3-4ab5-aa6a-267a19ea83ed,dispose,0,0,0,0,1034,2142,1124,1,0
918c7125-d071-43ac-a187-4530185cd6dd,unused,0,0,0,0,1045,2142,1124,1,0
e63fb3eb-4777-473c-bed7-2cb6fed91608,particularly,0,0,0,0,1067,2142,1124,1,0
c922ecbe-03f8-4dfe-be0e-092f32b8f8ed,subcommittee,0,0,0,0,1090,2142,1124,1,0
12a13b4a-d957-4dbf-ba1f-8a0b951b0360,Chairman,0,1,1,0,1103,2142,1124,1,0
71c9a596-10ac-49a3-984f-cf4d06876dea,Michael,0,1,1,0,1112,2142,1124,1,0
66cfdde2-c25e-41cc-8b2f-86d40ff305db,C.,0,1,1,0,1120,2142,1124,1,0
2f6860ae-9410-476b-8b3d-03a3e21cd1e0,Burgess,0,1,1,0,1123,2142,1124,1,0
0bbee1b2-b41e-4aa3-a147-bf57344eac74,said,0,0,0,0,1141,2142,1124,1,0
91b0a115-387c-4571-8408-374e077bff69,statement,0,0,0,0,1151,2142,1124,1,0
52992306-ec65-4e14-a68b-c057c5abb5ed,Thursday.,0,1,1,0,1161,2142,1124,1,0
d1e6a9e8-40ec-47f4-b612-6fe68e6f689a,examine,0,0,0,0,1179,2142,1124,1,0
f400b55d-39b7-434e-aa9f-d579b0e071ad,number,0,0,0,0,1189,2142,1124,1,0
a786066a-644a-4136-9409-7e4a2c106fab,important,0,0,0,0,1199,2142,1124,2,0
ec2935c8-d1a9-4d85-b3d3-5ba20714ae9f,policies,0,0,0,0,1209,2142,1124,1,0
57ee1bc7-7f11-4ec2-ba11-d07ae31ba732,will,0,0,0,0,1223,2142,1124,4,0
b3b8a8e9-a089-4f8a-9eb9-948890702131,improve,0,0,0,0,1228,2142,1124,1,0
20e6126d-9a90-4de0-9ad5-0dce61b0bf13,access,0,0,0,0,1236,2142,1124,2,0
af109bb4-8a7b-44fc-994e-276a016b9a22,treatment,0,0,0,0,1246,2142,1124,1,0
895af297-5dbf-4cd2-9193-a13b04284163,mental,0,0,0,0,1260,2142,1124,1,0
da3a7c69-6233-4af0-99b8-df8084624ab6,health,0,0,0,0,1267,2142,1124,2,0
8b9ab23c-d496-4353-9803-14a18b115816,substance,0,0,0,0,1278,2142,1124,1,0
f3c72b71-c142-4690-b9af-89b6939e9d97,use,0,0,0,0,1288,2142,1124,1,0
6e9500c0-f419-4095-b5df-79f000d55076,make,0,0,0,0,1303,2142,1124,2,0
0314b73f-ad40-4f0c-98a6-272340c44128,important,0,0,0,0,1308,2142,1124,2,0
09dafa00-fb18-49ed-a6dc-c41d30cffd72,updates,0,0,0,0,1318,2142,1124,2,0
19a78604-6aea-4ee9-989d-acda5b403347,outdated,0,0,0,0,1329,2142,1124,1,0
05a59107-4236-4961-b343-9fcf6a78a360,review,0,0,0,0,1344,2142,1124,1,0
b8465926-b48a-464a-bb79-ab4e7811e0ca,ideas,0,0,0,0,1351,2142,1124,1,0
748f1723-e966-4d18-be1c-315a2d261f13,providers,0,0,0,0,1364,2142,1124,1,0
2369a6e5-e054-475d-9435-58f7df9dd949,pharmacists,0,0,0,0,1378,2142,1124,2,0
d023ceb1-65cf-465f-a024-495f91b144b9,can,0,0,0,0,1390,2142,1124,2,0
f19728a4-b3d8-4982-88f3-751a66e4c73c,better,0,0,0,0,1394,2142,1124,1,0
fd112414-9800-4b9a-b503-6a8b053ee3ba,inform,0,0,0,0,1401,2142,1124,1,0
c964fd29-9cc3-4033-aec8-e9aa74976550,common,0,0,0,0,1431,2142,1124,1,0
e01c6809-39dd-4b8d-ba24-8a433b5316fb,goal,0,0,0,0,1438,2142,1124,2,0
536f8659-633d-4f71-b47c-2ef9893bb3fc,protecting,0,0,0,0,1446,2142,1124,1,0
66832e0a-a5ff-4c72-b923-a013da06520b,continued.,0,0,0,0,1497,2142,1124,1,0
a421c280-f0ca-4d48-8154-1dbb6f8d1ba0,The,0,1,1,0,1509,2142,1124,4,0
d6c1d12b-7a00-49fb-814d-e108e90aabb2,committee,0,0,0,0,1513,2142,1124,3,0
d0ebfaf3-5610-4c12-9052-af894f7cbfea,will,0,0,0,0,1523,2142,1124,4,0
2cd85378-302b-4096-9a4f-3d56786c4cdd,holding,0,0,0,0,1531,2142,1124,2,0
7cfb1189-11f0-45f5-a37d-1a8b2564f92e,two,0,0,0,0,1539,2142,1124,1,0
eaf161a5-8e33-4bed-a0f8-da87882aef26,additional,0,0,0,0,1543,2142,1124,1,0
93a6bc0e-7e6b-435b-af0d-d7101bfadf9e,hearings,0,0,0,0,1554,2142,1124,2,0
466339a7-55e4-4d0a-8a18-f244aa7b6202,goal,0,0,0,0,1582,2142,1124,2,0
44d0be97-49e8-418e-8c89-3ee3f3e38c4c,legislation,0,0,0,0,1597,2142,1124,3,0
51c3d9aa-4161-4920-af4d-d42c53808f96,pushed,0,0,0,0,1609,2142,1124,1,0
adea5038-6d50-40aa-97b1-711989190f93,House,0,1,1,0,1628,2142,1124,4,0
a2ea2ba3-3722-40ce-9c00-ced2cb1046b6,Memorial,0,1,1,0,1637,2142,1124,1,0
eef0b000-25dd-4758-b0e0-3e1a432952bd,Republican,0,1,1,0,1651,2142,1124,1,0
e82341c4-977a-4cf1-bae4-39c31ff7f7b6,committee,0,0,0,0,1662,2142,1124,3,0
4783be08-c9f5-427e-987e-90e51e6e050d,aides,0,0,0,0,1672,2142,1124,2,0
5936c4a3-1ffd-4f1e-b09a-db9af7bad266,said.,0,0,0,0,1678,2142,1124,1,0
b0807523-8b39-4654-8bfa-a43479dec3df,The,0,1,1,0,1685,2142,1124,4,0
e3b451c4-0b93-45c4-b16a-abb35077bcc4,committee,0,0,0,0,1689,2142,1124,3,0
2b595b4e-2b58-47b7-bb74-7d38bf7fb25b,also,0,0,0,0,1702,2142,1124,2,0
d126e317-16e7-496c-a389-6b8e1a0d709a,conducting,0,0,0,0,1707,2142,1124,1,0
59403773-9445-4b80-9a1a-cbb1274e2971,investigation,0,0,0,0,1721,2142,1124,1,0
4152f55f-fc46-44a7-b213-d75c225aa420,high,0,0,0,0,1740,2142,1124,2,0
2532a5ce-14ea-4f72-9a00-957618098d45,concentrations,0,0,0,0,1745,2142,1124,1,0
964a17e2-1b58-4cb8-baf9-8396029be4e3,opioid,0,0,0,0,1763,2142,1124,4,0
02f4713f-d479-48f6-9023-310015f38354,pills,0,0,0,0,1770,2142,1124,1,0
2fdef82c-002d-4055-8257-292f8110fc95,distributed,0,0,0,0,1782,2142,1124,1,0
2b489410-84ee-44d6-96ba-baa932e5e742,pharmacies,0,0,0,0,1797,2142,1124,1,0
b8f028c7-e04f-417c-8fd1-00b2724e0082,communities,0,0,0,0,1811,2142,1124,2,0
86d4ef1e-6f17-4198-9151-3d0287f7118b,West,0,1,1,0,1826,2142,1124,1,0
028d17fe-f7a7-487e-a2ab-df746821ad52,also,0,0,0,0,1841,2142,1124,2,0
8004312f-c463-42d8-ae3d-c3a9282d051c,known,0,0,0,0,1846,2142,1124,1,0
bba76062-4cb2-48cc-8a87-b40ad03609eb,They,0,1,1,0,1871,2142,1124,1,0
cd7b90d1-3a9a-4951-9a27-eae7dc9037dc,sent,0,0,0,0,1881,2142,1124,1,0
d8a2dc3e-8d61-4be5-b277-f60e668e69a6,letters,0,0,0,0,1889,2142,1124,1,0
84c1faf8-d473-4211-9ddc-79ecbeead16c,pharmaceutical,0,0,0,0,1900,2142,1124,1,0
44e873d1-5768-48e2-8694-353477ac7237,distributors,0,0,0,0,1915,2142,1124,1,0
9e85faed-cc20-48fb-88c8-3e9d25bb9dc5,probing,0,0,0,0,1928,2142,1124,1,0
f0735028-d6ea-4f64-8267-4d737adbe49c,role,0,0,0,0,1951,2142,1124,1,0
dcb65dc7-43b9-4460-993a-221aa72a3b8b,high,0,0,0,0,1963,2142,1124,2,0
41ddbb01-28f3-4c82-95cf-9cc62bddd0fb,distribution,0,0,0,0,1968,2142,1124,1,0
9cf12f08-7062-490f-a7a4-bafc00f9da78,rates,0,0,0,0,1981,2142,1124,1,0
6aa0c4ba-0f0d-4cae-b370-3be0d9fdb2fe,invited,0,0,0,0,1991,2142,1124,1,0
c2afd6b8-b2c4-42e5-a03b-ac1932fe4d40,Drug,0,1,1,0,2003,2142,1124,1,0
f935b9ef-4255-4139-8f02-321990a09669,Enforcement,0,1,1,0,2008,2142,1124,1,0
22ece36d-f298-4858-9778-1b2e272adeae,Agency,0,1,1,0,2020,2142,1124,1,0
516de817-6c6b-4958-a3db-7525d7106176,speak,0,0,0,0,2030,2142,1124,1,0
c5a94acb-e931-4efd-83da-054915a57eb8,Oversight,0,1,1,0,2045,2142,1124,1,0
5356372d-3c21-47a2-b265-145969e8cbeb,Investigations,0,1,1,0,2059,2142,1124,1,0
2f472251-0628-40c8-886a-1e72e40c3057,Subcommittee,0,1,1,0,2074,2142,1124,2,0
ce5da825-5d15-4a1d-b427-02f29ab88f6f,aides,0,0,0,0,2106,2142,1124,2,0
144af7de-bd2e-4141-ac39-478e1e6be90c,House GOP,1,1,1,0,0,327,870,1,0
dceb4b60-280b-4739-933c-533ff4c97869,GOP gears,1,1,1,0,6,327,870,1,0
323b87ae-1fdb-4162-b126-55e9eb52936f,opioid legislation,0,0,0,0,35,327,870,1,0
20578a85-e077-43bc-9379-56c900860e6b,legislation Updated,0,1,0,0,42,327,870,1,0
4dee55de-99e4-493d-abe6-de2fdd300b3c,Thu February,0,1,1,0,74,327,870,1,0
3e7ae9a6-5c96-48ed-a236-ab432cf7a412,House Republicans,0,1,1,0,115,327,870,1,0
0d5df973-34a5-4f7f-bc14-48f19773046d,Republicans will,0,1,1,0,121,327,870,1,0
6bdd5e5c-0a8c-49d9-b2c8-5a27ab7ed3f1,will hold,0,0,0,0,133,327,870,1,0
f1b677d5-d3e3-4357-81e4-2dafe5048fd6,hearing next,0,0,0,0,145,327,870,1,0
9851198a-7e21-40e0-93d4-e8b7c333ea0f,next week,0,0,0,0,153,327,870,1,0
b60fc7fd-5716-497c-932a-0e3b7431d925,bipartisan bills,0,0,0,0,178,518,870,1,0
19ab93ad-9a4e-4ca6-825d-0347541ea98a,address patient,0,0,0,0,198,518,870,1,0
cdd3b3a6-5b22-4407-ad26-348fcd9dbf8d,patient safety,0,0,0,0,206,518,870,1,0
a6ba4a71-e81b-4ed4-b7fc-db72bd8cc504,enforcement efforts,0,0,0,0,225,518,870,1,0
d5467089-f5ac-4c12-b7a8-712ae63812c1,latest push,0,0,0,0,270,518,1124,1,0
14fb58c5-06b9-4a51-8006-28435bd7910a,opioid crisis.,0,0,0,0,312,518,1124,1,0
da495c42-3f07-40b9-8915-5c719f444f55,crisis. The,0,1,0,0,319,518,1124,1,0
4bac5cee-4cb0-4e8c-891a-7dda07d702f5,The House,0,1,1,0,328,518,1124,1,0
9e67029e-022e-46ad-8023-5c043f3304ed,House Energy,0,1,1,0,332,2142,1124,1,0
14a344e5-001d-49a1-9ada-863478bad44f,Commerce Health,0,1,1,0,349,2142,1124,1,0
7ae456a5-2481-49d9-bf9a-8a75121b904a,Health Subcommittee,0,1,1,0,358,2142,1124,1,0
742d9a3a-45de-476c-b95a-19c3f28d3ec2,Subcommittee will,0,1,1,0,365,2142,1124,1,0
574ad1cb-0f5a-4ca3-bbb0-664376fbb0a7,hearing February,0,1,0,0,396,2142,1124,1,0
7637dc35-064f-4a3b-97b3-c24055526417,discuss eight,0,0,0,0,419,2142,1124,1,0
e241cd44-40c4-4b33-83a9-9528d745b9f6,eight bills,0,0,0,0,427,2142,1124,1,0
95ca0fc8-22aa-4fbd-bb7d-7dea305f341e,bills related,0,0,0,0,433,2142,1124,1,0
a85117e8-2e57-4fdb-9ed3-de6c6edbd7ee,Controlled Substances,0,1,1,0,489,2142,1124,1,0
de1687d1-7d5b-4673-a69c-ce6d1dd84343,Substances Act.,0,1,1,0,500,2142,1124,1,0
02171963-bc76-460d-a9b9-0cedc7e2d747,Act. The,0,1,1,0,511,2142,1124,1,0
7b30bc10-6d38-467a-b2d9-3b59d24399bf,The bills,0,1,1,0,517,2142,1124,1,0
b6234ce8-621f-4fd6-aee7-0e1645328be3,address scheduling,0,0,0,0,533,2142,1124,1,0
85893208-7e4e-422f-8a88-08f46e8f9bbd,scheduling guidelines,0,0,0,0,541,2142,1124,1,0
