,_id,ltable_ID,rtable_ID,ltable_Title,ltable_Genre,ltable_Score,ltable_Release Date,ltable_Rating,ltable_Directed By,ltable_Written By,ltable_Studio,rtable_Title,rtable_Genre,rtable_Score,rtable_Release Date,rtable_Rating,rtable_Directed By,rtable_Written By,rtable_Studio,label
158030,158030,A_2579,B_1102,The Secret Life of the American Teenager,Comedy,51,1900-1-1,TV-14,,Brenda Hampton,Brendavision,,,0,1900-1-1,NOT RATED,,,,0
159820,159820,A_2614,B_1102,Leverage,Thriller,79,1900-1-1,TV-PG,,Chris Downey,Electric Entertainment,,,0,1900-1-1,NOT RATED,,,,0
161482,161482,A_2661,B_1750,Ghost Rider: Spirit of Vengeance,Fantasy,43,2012-02-17,PG-13,Mark Neveldine,Scott M. Gimple,Columbia Pictures,Sword Of Vengeance,Adventure,13,2015-03-20,NOT RATED,Jim Weedon,Julian Unthank,Well Go USA,0
162344,162344,A_2702,B_2001,Ouija,Thriller,45,2014-10-24,PG-13,Stiles White,Juliet Snowden,Universal Pictures,Ouija,Thriller,6,2014-10-24,PG-13,Stiles White,Stiles White,Universal Pictures,1
162433,162433,A_2712,B_2607,Naya Legend of the Golden Dolphin,Adventure,0,2019,NOT RATED,Jonathon Kay,Katie Ford,Magic Factory Productions,The Legend of Hercules,Sci-Fi,3,2014-01-10,PG-13,Renny Harlin,Sean Hood,Lionsgate Films,0
163222,163222,A_2721,B_0383,Dora the Explorer,Comedy,39,1900-1-1,TV-Y,,Eric Weiner,Nickelodeon Studios,Death Note,Drama,41,1900-1-1,NOT RATED,Adam Wingard,Charley Parlapanides,,0
163755,163755,A_2724,B_0001,Justice League,Adventure,86,1900-1-1,TV-PG,,Bob Kane,Warner Bros. Animation,Justice League,Drama,40,2017-11-17,PG-13,Zack Snyder,Chris Terrio,Warner Bros. Pictures,1
163806,163806,A_2724,B_0704,Justice League,Adventure,86,1900-1-1,TV-PG,,Bob Kane,Warner Bros. Animation,Justice League Dark,Action,71,1900-1-1,R,Jay Oliva,Ernie Altbacker,,0
163973,163973,A_2727,B_0383,Deadpool,Adventure,0,1900-1-1,NOT RATED,,,ABC Signature Studios,Death Note,Drama,41,1900-1-1,NOT RATED,Adam Wingard,Charley Parlapanides,,0
164598,164598,A_2733,B_1102,Big Hero 6: The Series,Adventure,75,1900-1-1,TV-Y7,,,Disney Television Animation,,,0,1900-1-1,NOT RATED,,,,0
165655,165655,A_2751,B_0776,The Secret World of Arrietty,Adventure,76,2012-02-17,G,Hiromasa Yonebayashi,Mary Norton,Studio Ghibli,The Secret Life of Pets,Animation,75,2016-07-08,PG,Yarrow Cheney,Cinco Paul,Universal Pictures,0
166435,166435,A_2760,B_1218,Creed,Sport,76,2015-11-25,PG-13,Ryan Coogler,Ryan Coogler,Metro-Goldwyn-Mayer (MGM),Creed,Drama,95,2015-11-25,PG-13,Ryan Coogler,Ryan Coogler,Warner Bros.,1
167387,167387,A_2777,B_0603,Brimstone,Western,71,2017-01-12,R,Martin Koolhoven,Martin Koolhoven,N279 Entertainment,Brimstone,Film-Noir,39,2017-03-10,R,Martin Koolhoven,Martin Koolhoven,N279 Entertainment,1
167583,167583,A_2784,B_2799,Rush,Documentary,81,2013-09-27,R,Ron Howard,Peter Morgan,Exclusive Media Group,Rush,Drama,89,2013-09-27,R,Ron Howard,Peter Morgan,Universal Pictures,1
167850,167850,A_2793,B_0383,Heathers,Comedy,45,1900-1-1,TV-MA,,Jason A. Micallef,Lakeshore Entertainment,Death Note,Drama,41,1900-1-1,NOT RATED,Adam Wingard,Charley Parlapanides,,0
168012,168012,A_2796,B_1402,Trainwreck,Comedy,62,2015-07-17,R,Judd Apatow,Amy Schumer,Universal Pictures,Trainwreck,Comedy,86,2015-07-17,R,Judd Apatow,Amy Schumer,Universal Pictures,1
168705,168705,A_2822,B_1038,The Avengers,Comedy,84,1900-1-1,TV-14,,Sydney Newman,ABC Weekend Television,The Steps,Drama,33,1900-1-1,NOT RATED,Andrew Currie,Robyn Harding,,0
169015,169015,A_2824,B_0165,Cold Case,Drama,76,1900-1-1,TV-14,,Meredith Stiehm,Jerry Bruckheimer Television,Shock Wave,Film-Noir,83,1900-1-1,NOT RATED,,Herman Yau,,0
169835,169835,A_2836,B_1102,CHiPs,Drama,64,1900-1-1,TV-PG,,Rick Rosner,MGM Television,,,0,1900-1-1,NOT RATED,,,,0
172345,172345,A_2883,B_1102,Mister Rogers' Neighborhood,Fantasy,85,1900-1-1,TV-Y,,,Family Communications,,,0,1900-1-1,NOT RATED,,,,0
172831,172831,A_2890,B_1892,Night at the Museum: Battle of the Smithsonian,Comedy,59,2009-05-22,PG,Shawn Levy,Robert Ben Garant,Twentieth Century Fox,Night at the Museum: Secret of the Tomb,Adventure,49,2014-12-19,PG,Shawn Levy,Michael Handelman,20th Century Fox,0
173625,173625,A_2911,B_0455,Resident Evil: Retribution,Horror,54,2012-09-14,R,Paul W.S. Anderson,Paul W.S. Anderson,Constantin Film International,Resident Evil: Vendetta,Thriller,50,2017-06-19,R,Takanori Tsujimoto,Makoto Fukami,,0
173635,173635,A_2914,B_0531,The Blackcoat's Daughter,Thriller,58,2017-02-16,R,Oz Perkins,Oz Perkins,Paris Film,The Blackcoat's Daughter (February),Horror,72,2017-03-31,R,Oz Perkins,Oz Perkins,A24 Films,0
174151,174151,A_2947,B_0543,Rock Dog,Comedy,59,2017-02-24,PG,Ash Brannon,Ash Brannon,Summit Premiere,Rock Dog,Animation,47,2017-02-24,PG,Ash Brannon,Ash Brannon,Summit Premiere,1
174555,174555,A_2959,B_0436,Sinbad: Legend of the Seven Seas,Comedy,67,2003-07-02,PG,Patrick Gilmore,John Logan,DreamWorks,The Legend of Ben Hall,Drama,50,2016-12-16,NOT RATED,Matthew Holmes (VI),Matthew Holmes (VI),Vega Baby Releasing & Sony Pictures Home Entertain,0
175021,175021,A_2963,B_1102,Star Wars: Clone Wars,Adventure,78,1900-1-1,TV-Y7,,,Cartoon Network Studios,,,0,1900-1-1,NOT RATED,,,,0
176081,176081,A_2974,B_0165,Shrek 5,Comedy,0,1900-1-1,NOT RATED,,Michael McCullers,DreamWorks Animation,Shock Wave,Film-Noir,83,1900-1-1,NOT RATED,,Herman Yau,,0
177085,177085,A_2980,B_1102,Spider-Man,Adventure,65,1900-1-1,TV-Y7,,,Marvel Animation,,,0,1900-1-1,NOT RATED,,,,0
177272,177272,A_2981,B_1102,Neo Yokio,Fantasy,58,1900-1-1,TV-MA,,Ezra Koenig,Fox Television Animation,,,0,1900-1-1,NOT RATED,,,,0
178795,178795,A_2995,B_1102,Skins,Drama,82,1900-1-1,TV-MA,,Jamie Brittain,Company Pictures,,,0,1900-1-1,NOT RATED,,,,0
180837,180837,A_3031,B_1923,Horrible Bosses,Comedy,69,2011-07-08,R,Seth Gordon,Michael Markowitz,New Line Cinema,Horrible Bosses 2,Comedy,34,2014-11-26,R,Sean Anders,Jonathan Goldstein,Warner Bros. Pictures,0
181115,181115,A_3042,B_1102,Blue Mountain State,Comedy,84,1900-1-1,TV-MA,,Eric Falconer,Blue Mountain State Productions,,,0,1900-1-1,NOT RATED,,,,0
182487,182487,A_3061,B_1102,Moonlighting,Comedy,76,1900-1-1,TV-PG,,Glenn Gordon Caron,ABC Circle Films,,,0,1900-1-1,NOT RATED,,,,0
183751,183751,A_3089,B_0261,Radius,Thriller,62,2018-01-04,NOT RATED,Caroline Labr�che,Caroline Labr�che,EMA Films,Radius,Film-Noir,91,1900-1-1,NOT RATED,Caroline LabrÃÂ¨che,Caroline LabrÃÂ¨che,,1
183841,183841,A_3094,B_1102,Battlestar Galactica,Sci-Fi,71,1900-1-1,NOT RATED,,Glen A. Larson,Glen A. Larson Productions,,,0,1900-1-1,NOT RATED,,,,0
184716,184716,A_3113,B_0088,The Witcher,Drama,0,1900-1-1,NOT RATED,,,Netflix,The Ritual,Film-Noir,71,1900-1-1,NOT RATED,David Bruckner,Adam Nevill,,0
184792,184792,A_3113,B_1102,The Witcher,Drama,0,1900-1-1,NOT RATED,,,Netflix,,,0,1900-1-1,NOT RATED,,,,0
185117,185117,A_3132,B_2654,Paranormal Activity,Thriller,63,2009-10-16,R,Oren Peli,Oren Peli,Solana Films,Paranormal Activity: The Marked Ones,Horror,38,2014-01-03,R,Christopher Landon,Christopher Landon,Paramount Pictures,0
185141,185141,A_3140,B_1686,The Lazarus Effect,Sci-Fi,52,2015-02-27,PG-13,David Gelb,Luke Dawson,Blumhouse Productions,The Lazarus Effect,Horror,15,2015-02-27,PG-13,David Gelb,Luke Dawson,Relativity Media,1
185451,185451,A_3156,B_1102,Night Gallery,Fantasy,80,1900-1-1,TV-PG,,,Universal Television,,,0,1900-1-1,NOT RATED,,,,0
186323,186323,A_3173,B_2373,The New Batman Adventures,Adventure,86,1900-1-1,TV-PG,,Bob Kane,Warner Bros. Animation,The Normal Heart,Drama,94,1900-1-1,R,Ryan Murphy,Larry Kramer,HBO Films,0
188795,188795,A_3203,B_1854,Batman vs. Two-Face,Comedy,61,2017-10-10,PG,Rick Morales,Michael Jelenic,DC Entertainment,Batman Vs. Robin,Adventure,100,1900-1-1,PG-13,Jay Oliva,J.M. DeMatteis,,0
189659,189659,A_3208,B_1559,TRON: Uprising,Adventure,82,1900-1-1,TV-Y7,,Steven Lisberger,Disney Television Animation,The Turning,Drama,85,1900-1-1,NOT RATED,Tony Ayres,Andrew Upton,Madman Entertainment,0
190890,190890,A_3219,B_0129,The Affair,Drama,80,1900-1-1,TV-MA,,Hagai Levi,,The Polka King,Drama,59,1900-1-1,NOT RATED,Maya Forbes,Maya Forbes,Netflix,0
190946,190946,A_3219,B_0924,The Affair,Drama,80,1900-1-1,TV-MA,,Hagai Levi,,The Neighbor,Horror,67,1900-1-1,NOT RATED,Marcus Dunstan,Marcus Dunstan,,0
